,PatternID,Text,Cause,Effect,cause_question,effect_question,cause_recalls,effect_recalls,cause_f1,effect_f1
80,79,"There is less air above the telescope, so there is less interference from the atmosphere. Space telescopes avoid such problems completely since they orbit outside the atmosphere. The Hubble Space Telescope is the best known space telescope.",they orbit outside the atmosphere,telescopes avoid such problems completely,"why do space telescopes avoid interference from the atmosphere ?
","do space telescopes have problems with interference from the atmosphere ?
",0.25,0.4,0.8888888888888891,0.0
81,79,Hubble began operations in 1994. Since then it has provided huge amounts of data. The telescope has helped astronomers answer many of the biggest questions in astronomy.,then it has provided huge amounts of data,Hubble began operations in 1994,"what has happened since the hubble began operations ?
","when did the hubble telescope begin operations ?
",0.0,0.6,0.9333333333333332,0.5714285714285715
82,79,Scientists are very interested in asteroids. Most are composed of material that has not changed since early in the solar system. Scientists can learn a lot from them about how the solar system formed.,early in the solar system. Scientists can learn a lot from them about how the solar system formed,Most are composed of material that has not changed,"how long have asteroids been around ?
","why are scientists so interested in asteroids ?
",0.133333333,0.0,0.4,0.0
83,79,These fuels are rich sources of energy. Since they are mostly liquids they can be easily transported. These fuels provide about 90% of the energy used for transportation around the world.,they are mostly liquids they can be easily transported,These fuels are rich sources of energy,"why are these fuels rich sources of energy ?
","why can these fuels be easily transported ?
",0.444444444,1.0,0.9473684210526316,0.16666666666666666
84,79,"Wegener suggested that Pangaea broke up long ago. Since then, the continents have been moving to their current positions. He called his hypothesis continental drift.","then, the continents have been moving to their current positions",Wegener suggested that Pangaea broke up long ago,"why did wegener believe that pangaea broke up ?
","how long ago did wegener think pangaea broke up ?
",0.0,0.625,0.9473684210526316,0.4
85,79,"Not surprisingly, these methods resulted in wildly different estimates. A relatively good estimate was produced by the British geologist Charles Lyell, who thought that 240 million years had passed since the appearance of the first animals with shells. Today scientists know that this event occurred about 530 million years ago.",the appearance of the first animals with shells. Today scientists know that this event occurred about 530 million,had passed,"how long ago did charles lyell think that 240 million years had passed ?
","how many years did charles lyell think had passed since the appearance of the first animals with shells ?
",0.375,1.0,0.5217391304347825,0.0
86,79,"Natural resource use is generally lower in developing countries because people cannot afford many products. Some of these nations export natural resources to the developed world since their deposits may be richer and the cost of labor lower. Environmental regulations are often more lax, further lowering the cost of resource extraction.",their deposits may be richer and the cost of labor lower,Some of these nations export natural resources to the developed world,"why do some developing countries export natural resources to the developed world ?
","do developing countries export natural resources to the developed world ?
",0.0,0.7,0.9523809523809524,0.09523809523809523
87,79,What came before the Big Bang? There is no way for scientists to know since there is no remaining evidence. ,there is no remaining evidence,There is no way for scientists to know,"what is no way for scientists to know what came before the big bang ?
","is there any way to know what came before the big bang ?
",0.4,0.875,0.9090909090909092,0.42857142857142855
88,79,"This tiny amount of heat is left over from the Big Bang. Since nearly Images from very far away show what the universe was like not too long after the Big Bang. all astronomers now accept the Big Bang hypothesis, what is it usually referred to as?",nearly Images from very far away show what the universe was like not too long after the Big Bang,This tiny amount of heat is left over from the Big Bang,"why do astronomers now accept the big bang hypothesis ?
","what is left over from the big bang ?
",0.235294118,0.181818182,0.9714285714285714,0.16666666666666669
89,79,"In 2014, the atmospheric CO2 content had risen to around 400 ppm. The amount of CO2 in the atmosphere has been measured at Mauna Loa Obser-vatory since 1958. The blue line shows yearly averaged CO2.",1958. The blue line shows yearly averaged CO2,The amount of CO2 in the atmosphere has been measured at Mauna Loa Obser-vatory,"how long has the amount of co2 in the atmosphere been measured at mauna loa ?
","what has been measured at mauna loa since 1958 ?
",0.14285714300000002,0.916666667,0.22222222222222224,0.5882352941176471
90,79,"The red line shows seasonal variations in CO2. This is an increase in atmospheric CO2 of 40% since the before the Industrial Revolution. About 65% of that increase has occurred since the first CO2 measurements were made on Mauna Loa Volcano, Hawaii, in 1958.","the before the Industrial Revolution. About 65% of that increase has occurred since the first CO2 measurements were made on Mauna Loa Volcano, Hawaii, in 1958",This is an increase in atmospheric CO2 of 40%,"how long has there been an increase in atmospheric co2
","what does the red line show ?
",0.0,0.5,0.2857142857142857,0.3333333333333333
91,79,"This is an increase in atmospheric CO2 of 40% since the before the Industrial Revolution. About 65% of that increase has occurred since the first CO2 measurements were made on Mauna Loa Volcano, Hawaii, in 1958. ","the first CO2 measurements were made on Mauna Loa Volcano, Hawaii, in 1958",About 65% of that increase has occurred,"when did the increase in atmospheric co2 begin ?
","how much of the increase in atmospheric co2 has occurred since 1958 ?
",0.25,0.14285714300000002,0.0,0.4444444444444445
